player_name,position,Age,market_value_eur,club,season
Kevin Müller,Goalkeeper,34.0,700000.0,1 Fc Heidenheim 1846,2425
Frank Feller,Goalkeeper,21.0,500000.0,1 Fc Heidenheim 1846,2425
Vitus Eicher,Goalkeeper,34.0,250000.0,1 Fc Heidenheim 1846,2425
Paul Tschernuth,Goalkeeper,23.0,100000.0,1 Fc Heidenheim 1846,2425
Benedikt Gimber,Centre-Back,28.0,3000000.0,1 Fc Heidenheim 1846,2425
Patrick Mainka,Centre-Back,30.0,3000000.0,1 Fc Heidenheim 1846,2425
Tim Siersleben,Centre-Back,25.0,2000000.0,1 Fc Heidenheim 1846,2425
Thomas Keller,Centre-Back,25.0,500000.0,1 Fc Heidenheim 1846,2425
Frans Krätzig,Left-Back,22.0,3500000.0,1 Fc Heidenheim 1846,2425
Jonas Föhrenbach,Left-Back,29.0,1500000.0,1 Fc Heidenheim 1846,2425
Omar Traoré,Right-Back,27.0,4000000.0,1 Fc Heidenheim 1846,2425
Marnon Busch,Right-Back,30.0,1200000.0,1 Fc Heidenheim 1846,2425
Lennard Maloney,Defensive Midfield,25.0,3500000.0,1 Fc Heidenheim 1846,2425
Niklas Dorsch,Defensive Midfield,27.0,3500000.0,1 Fc Heidenheim 1846,2425
Julian Niehues,Defensive Midfield,24.0,1500000.0,1 Fc Heidenheim 1846,2425
Luka Janes,Defensive Midfield,21.0,200000.0,1 Fc Heidenheim 1846,2425
Norman Theuerkauf,Defensive Midfield,38.0,175000.0,1 Fc Heidenheim 1846,2425
Paul Wanner,Central Midfield,19.0,18000000.0,1 Fc Heidenheim 1846,2425
Jan Schöppner,Central Midfield,26.0,4000000.0,1 Fc Heidenheim 1846,2425
Luca Kerber,Central Midfield,23.0,1500000.0,1 Fc Heidenheim 1846,2425
Léo Scienza,Attacking Midfield,26.0,3000000.0,1 Fc Heidenheim 1846,2425
Adrian Beck,Attacking Midfield,28.0,2000000.0,1 Fc Heidenheim 1846,2425
Denis Thomalla,Attacking Midfield,32.0,450000.0,1 Fc Heidenheim 1846,2425
Mathias Honsak,Left Winger,28.0,2000000.0,1 Fc Heidenheim 1846,2425
Christopher Negele,Left Winger,20.0,250000.0,1 Fc Heidenheim 1846,2425
Sirlord Conteh,Right Winger,28.0,1500000.0,1 Fc Heidenheim 1846,2425
Marvin Pieringer,Centre-Forward,25.0,5500000.0,1 Fc Heidenheim 1846,2425
Budu Zivzivadze,Centre-Forward,31.0,2000000.0,1 Fc Heidenheim 1846,2425
Maximilian Breunig,Centre-Forward,24.0,1500000.0,1 Fc Heidenheim 1846,2425
Mikkel Kaufmann,Centre-Forward,24.0,1200000.0,1 Fc Heidenheim 1846,2425
Stefan Schimmer,Centre-Forward,31.0,500000.0,1 Fc Heidenheim 1846,2425
Frederik Rönnow,Goalkeeper,32.0,3000000.0,1 Fc Union Berlin,2425
Alexander Schwolow,Goalkeeper,33.0,500000.0,1 Fc Union Berlin,2425
Carl Klaus,Goalkeeper,31.0,350000.0,1 Fc Union Berlin,2425
Diogo Leite,Centre-Back,26.0,17000000.0,1 Fc Union Berlin,2425
Danilho Doekhi,Centre-Back,27.0,13000000.0,1 Fc Union Berlin,2425
Leopold Querfeld,Centre-Back,21.0,13000000.0,1 Fc Union Berlin,2425
Paul Jaeckel,Centre-Back,26.0,1000000.0,1 Fc Union Berlin,2425
Kevin Vogt,Centre-Back,33.0,1000000.0,1 Fc Union Berlin,2425
Oluwaseun Ogbemudia,Centre-Back,18.0,,1 Fc Union Berlin,2425
Tom Rothe,Left-Back,20.0,10000000.0,1 Fc Union Berlin,2425
