league,season,team,player,nation,pos,age,born,matches_played,starts,minutes,nineties,goals,assists,goal_contributions,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,goals_per90,assists_per90,ga_per90,npg_per90,npga_per90
FRA-Ligue 1,2324,Nantes,Hugo Boutsingkham,FRA,DF,20.0,2003.0,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Ignatius Ganago,CMR,"MF,FW",24.0,1999.0,6,2,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Jaouen Hadjam,ALG,DF,20.0,2003.0,8,0,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Jean-Charles Castelletto,CMR,DF,28.0,1995.0,28,28,2464,27.4,2,0,2,2,0,0,5,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2324,Nantes,Jean-Kevin Duverne,HAI,DF,26.0,1997.0,19,15,1348,15.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Kelvin Amian,FRA,DF,25.0,1998.0,12,11,798,8.9,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
FRA-Ligue 1,2324,Nantes,Lamine Diack,SEN,MF,22.0,2000.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Marcus Coco,FRA,"MF,DF",27.0,1996.0,28,18,1481,16.5,1,0,1,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2324,Nantes,Marquinhos,BRA,MF,20.0,2003.0,7,1,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Matthis Abline,FRA,"FW,MF",20.0,2003.0,22,12,1044,11.6,5,0,5,5,0,0,1,0,0.43,0.0,0.43,0.43,0.43
FRA-Ligue 1,2324,Nantes,Moses Simon,NGA,"MF,FW",28.0,1995.0,22,21,1788,19.9,3,5,8,2,1,1,0,0,0.15,0.25,0.4,0.1,0.35
FRA-Ligue 1,2324,Nantes,Mostafa Mohamed,EGY,FW,25.0,1997.0,29,24,2002,22.2,8,2,10,5,3,3,3,1,0.36,0.09,0.45,0.22,0.31
FRA-Ligue 1,2324,Nantes,Moussa Sissoko,FRA,MF,33.0,1989.0,26,21,1821,20.2,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Nathan Zeze,FRA,DF,18.0,2005.0,13,11,1022,11.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Nicolas Cozza,FRA,"DF,MF",24.0,1999.0,13,10,895,9.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Nicolas Pallois,FRA,DF,35.0,1987.0,23,17,1589,17.7,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2324,Nantes,Pedro Chirivella,ESP,MF,26.0,1997.0,32,31,2594,28.8,1,1,2,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07
FRA-Ligue 1,2324,Nantes,Quentin Merlin,FRA,"MF,DF",21.0,2002.0,16,15,1283,14.3,0,1,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2324,Nantes,Ronaël Pierre-Gabriel,FRA,"DF,MF",25.0,1998.0,12,6,598,6.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Rémy Descamps,FRA,GK,27.0,1996.0,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Samuel Moutoussamy,COD,MF,26.0,1996.0,26,11,1107,12.3,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,2324,Nantes,Stredair Appuah,FRA,FW,19.0,2004.0,4,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nantes,Tino Kadewere,ZIM,"FW,MF",27.0,1996.0,14,8,781,8.7,1,0,1,1,0,1,1,0,0.12,0.0,0.12,0.12,0.12
FRA-Ligue 1,2324,Nice,Alexis Claude-Maurice,FRA,MF,25.0,1998.0,18,4,504,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Aliou Badara Baldé,GUI,FW,20.0,2002.0,7,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Antoine Mendy,SEN,DF,19.0,2004.0,10,4,418,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Badredine Bouanani,ALG,FW,18.0,2004.0,7,1,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Bilal Brahimi,ALG,"FW,MF",23.0,2000.0,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Dante,BRA,DF,39.0,1983.0,32,32,2843,31.6,1,1,2,1,0,0,5,1,0.03,0.03,0.06,0.03,0.06
FRA-Ligue 1,2324,Nice,Daouda Traoré,FRA,MF,17.0,2006.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Evann Guessand,CIV,FW,22.0,2001.0,34,14,1553,17.3,6,0,6,4,2,2,1,0,0.35,0.0,0.35,0.23,0.23
FRA-Ligue 1,2324,Nice,Gaëtan Laborde,FRA,"FW,MF",29.0,1994.0,34,22,1906,21.2,5,2,7,4,1,2,2,0,0.24,0.09,0.33,0.19,0.28
FRA-Ligue 1,2324,Nice,Hicham Boudaoui,ALG,MF,23.0,1999.0,29,17,1613,17.9,2,0,2,2,0,0,5,0,0.11,0.0,0.11,0.11,0.11
FRA-Ligue 1,2324,Nice,Jean-Clair Todibo,FRA,DF,23.0,1999.0,30,30,2651,29.5,0,2,2,0,0,0,2,1,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2324,Nice,Jeremie Boga,CIV,"FW,MF",26.0,1997.0,28,24,1998,22.2,6,6,12,6,0,0,1,0,0.27,0.27,0.54,0.27,0.54
FRA-Ligue 1,2324,Nice,Jordan Lotomba,SUI,"DF,MF",24.0,1998.0,28,21,1804,20.0,1,0,1,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2324,Nice,Khéphren Thuram,FRA,MF,22.0,2001.0,27,25,2108,23.4,1,1,2,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09
FRA-Ligue 1,2324,Nice,Marcin Bułka,POL,GK,23.0,1999.0,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Melvin Bard,FRA,DF,22.0,2000.0,32,31,2654,29.5,1,2,3,1,0,0,7,1,0.03,0.07,0.1,0.03,0.1
FRA-Ligue 1,2324,Nice,Mohamed Ali Cho,FRA,FW,19.0,2004.0,17,11,861,9.6,1,2,3,1,0,0,2,0,0.1,0.21,0.31,0.1,0.31
FRA-Ligue 1,2324,Nice,Morgan Sanson,FRA,MF,28.0,1994.0,29,24,1964,21.8,2,3,5,2,0,0,4,0,0.09,0.14,0.23,0.09,0.23
FRA-Ligue 1,2324,Nice,Pablo Rosario,DOM,"MF,DF",26.0,1997.0,30,21,2009,22.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Reda Belahyane,MAR,MF,19.0,2004.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Romain Perraud,FRA,DF,25.0,1997.0,19,2,370,4.1,0,1,1,0,0,0,2,0,0.0,0.24,0.24,0.0,0.24
FRA-Ligue 1,2324,Nice,Sofiane Diop,MAR,"FW,MF",23.0,2000.0,10,6,499,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Terem Moffi,NGA,FW,24.0,1999.0,30,23,1949,21.7,11,2,13,8,3,3,4,0,0.51,0.09,0.6,0.37,0.46
FRA-Ligue 1,2324,Nice,Tom Louchet,FRA,"MF,FW",20.0,2003.0,13,3,409,4.5,1,1,2,1,0,0,1,0,0.22,0.22,0.44,0.22,0.44
FRA-Ligue 1,2324,Nice,Valentin Rosier,FRA,"DF,MF",26.0,1996.0,3,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Nice,Youcef Atal,ALG,DF,27.0,1996.0,6,5,359,4.0,1,0,1,1,0,0,2,0,0.25,0.0,0.25,0.25,0.25
FRA-Ligue 1,2324,Nice,Youssouf Ndayishimiye,BDI,"MF,DF",24.0,1998.0,23,20,1712,19.0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Paris Saint-Germain,Achraf Hakimi,MAR,"DF,MF",24.0,1998.0,25,20,1932,21.5,4,5,9,4,0,0,3,0,0.19,0.23,0.42,0.19,0.42
FRA-Ligue 1,2324,Paris Saint-Germain,Arnau Tenas,ESP,GK,22.0,2001.0,6,5,529,5.9,0,1,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17
FRA-Ligue 1,2324,Paris Saint-Germain,Bradley Barcola,FRA,"FW,MF",20.0,2002.0,25,18,1370,15.2,4,7,11,4,0,0,3,1,0.26,0.46,0.72,0.26,0.72
FRA-Ligue 1,2324,Paris Saint-Germain,Carlos Soler,ESP,"MF,DF",26.0,1997.0,24,12,1090,12.1,2,2,4,2,0,0,1,0,0.17,0.17,0.33,0.17,0.33
FRA-Ligue 1,2324,Paris Saint-Germain,Cher Ndour,ITA,MF,19.0,2004.0,3,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Paris Saint-Germain,Danilo Pereira,POR,DF,31.0,1991.0,26,22,1995,22.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Paris Saint-Germain,Ethan Mbappé,FRA,MF,16.0,2006.0,3,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Paris Saint-Germain,Fabián Ruiz Peña,ESP,MF,27.0,1996.0,21,14,1197,13.3,1,3,4,1,0,0,3,0,0.08,0.23,0.3,0.08,0.3
FRA-Ligue 1,2324,Paris Saint-Germain,Gianluigi Donnarumma,ITA,GK,24.0,1999.0,25,25,2169,24.1,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Paris Saint-Germain,Gonçalo Ramos,POR,FW,22.0,2001.0,29,16,1419,15.8,11,1,12,10,1,1,1,0,0.7,0.06,0.76,0.63,0.7
FRA-Ligue 1,2324,Paris Saint-Germain,Hugo Ekitike,FRA,FW,21.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Paris Saint-Germain,Keylor Navas,CRC,GK,36.0,1986.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Paris Saint-Germain,Kylian Mbappé,FRA,FW,24.0,1998.0,29,24,2158,24.0,27,7,34,21,6,8,4,0,1.13,0.29,1.42,0.88,1.17
FRA-Ligue 1,2324,Paris Saint-Germain,Layvin Kurzawa,FRA,DF,30.0,1992.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Paris Saint-Germain,Lee Kang-in,KOR,"MF,FW",22.0,2001.0,23,18,1464,16.3,3,4,7,3,0,0,2,0,0.18,0.25,0.43,0.18,0.43
FRA-Ligue 1,2324,Paris Saint-Germain,Lucas Beraldo,BRA,DF,19.0,2003.0,13,12,1008,11.2,1,0,1,1,0,0,4,1,0.09,0.0,0.09,0.09,0.09
FRA-Ligue 1,2324,Paris Saint-Germain,Lucas Hernández,FRA,DF,27.0,1996.0,27,23,1909,21.2,1,1,2,1,0,0,6,0,0.05,0.05,0.09,0.05,0.09
FRA-Ligue 1,2324,Paris Saint-Germain,Manuel Ugarte,URU,MF,22.0,2001.0,25,21,1932,21.5,0,2,2,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,2324,Paris Saint-Germain,Marco Asensio,ESP,"MF,FW",27.0,1996.0,19,13,1113,12.4,4,5,9,4,0,0,0,0,0.32,0.4,0.73,0.32,0.73
FRA-Ligue 1,2324,Paris Saint-Germain,Marquinhos,BRA,DF,29.0,1994.0,21,18,1537,17.1,0,1,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2324,Paris Saint-Germain,Milan Škriniar,SVK,DF,28.0,1995.0,24,17,1629,18.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Paris Saint-Germain,Nordi Mukiele,FRA,DF,25.0,1997.0,16,9,796,8.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Paris Saint-Germain,Nuno Mendes,POR,DF,21.0,2002.0,6,2,267,3.0,1,1,2,1,0,0,3,0,0.34,0.34,0.67,0.34,0.67
FRA-Ligue 1,2324,Paris Saint-Germain,Ousmane Dembélé,FRA,"FW,MF",26.0,1997.0,26,17,1506,16.7,3,8,11,3,0,0,0,0,0.18,0.48,0.66,0.18,0.66
FRA-Ligue 1,2324,Paris Saint-Germain,Randal Kolo Muani,FRA,"FW,MF",24.0,1998.0,26,13,1268,14.1,6,5,11,6,0,0,1,0,0.43,0.35,0.78,0.43,0.78
FRA-Ligue 1,2324,Paris Saint-Germain,Senny Mayulu,FRA,"MF,FW",17.0,2006.0,8,3,324,3.6,0,1,1,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28
FRA-Ligue 1,2324,Paris Saint-Germain,Vitinha,POR,MF,23.0,2000.0,28,23,2126,23.6,7,4,11,7,0,0,0,0,0.3,0.17,0.47,0.3,0.47
FRA-Ligue 1,2324,Paris Saint-Germain,Warren Zaïre-Emery,FRA,"MF,DF",17.0,2006.0,26,21,1962,21.8,2,3,5,2,0,0,4,0,0.09,0.14,0.23,0.09,0.23
FRA-Ligue 1,2324,Paris Saint-Germain,Yoram Zague,FRA,DF,17.0,2006.0,5,4,373,4.1,1,0,1,1,0,0,1,0,0.24,0.0,0.24,0.24,0.24
FRA-Ligue 1,2324,Reims,Abdoul Koné,FRA,DF,18.0,2005.0,3,3,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Adama Bojang,GAM,FW,19.0,2004.0,9,0,83,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Amadou Koné,MLI,MF,18.0,2005.0,16,4,475,5.3,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Amine Salama,FRA,FW,23.0,2000.0,11,2,313,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Amir Richardson,MAR,MF,21.0,2002.0,28,14,1352,15.0,3,1,4,3,0,0,4,0,0.2,0.07,0.27,0.2,0.27
FRA-Ligue 1,2324,Reims,Azor Matusiwa,NED,MF,25.0,1998.0,16,16,1385,15.4,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2324,Reims,Benjamin Stambouli,FRA,MF,32.0,1990.0,7,3,286,3.2,0,1,1,0,0,0,4,0,0.0,0.31,0.31,0.0,0.31
FRA-Ligue 1,2324,Reims,Christ Mbondi,FRA,FW,18.0,2004.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Emmanuel Agbadou,CIV,DF,26.0,1997.0,32,29,2596,28.8,1,1,2,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07
FRA-Ligue 1,2324,Reims,Ibrahim Diakité,GUI,DF,19.0,2003.0,5,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Joseph Okumu,KEN,DF,26.0,1997.0,21,19,1743,19.4,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2324,Reims,Josh Wilson-Esbrand,ENG,"DF,MF",20.0,2002.0,11,5,461,5.1,1,1,2,1,0,0,1,0,0.2,0.2,0.39,0.2,0.39
FRA-Ligue 1,2324,Reims,Junya Ito,JPN,"FW,MF",30.0,1993.0,31,31,2714,30.2,3,7,10,3,0,0,2,0,0.1,0.23,0.33,0.1,0.33
FRA-Ligue 1,2324,Reims,Keito Nakamura,JPN,"FW,MF",23.0,2000.0,25,17,1381,15.3,4,1,5,4,0,0,1,0,0.26,0.07,0.33,0.26,0.33
FRA-Ligue 1,2324,Reims,Mamadou Diakhon,SEN,FW,17.0,2005.0,11,1,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Marshall Munetsi,ZIM,MF,27.0,1996.0,27,25,2173,24.1,4,3,7,4,0,0,5,0,0.17,0.12,0.29,0.17,0.29
FRA-Ligue 1,2324,Reims,Maxime Busi,BEL,MF,23.0,1999.0,5,1,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Mohamed Daramy,DEN,"FW,MF",21.0,2002.0,25,19,1648,18.3,4,5,9,3,1,1,0,0,0.22,0.27,0.49,0.16,0.44
FRA-Ligue 1,2324,Reims,Oumar Diakité,CIV,FW,19.0,2003.0,28,18,1585,17.6,5,1,6,5,0,1,4,0,0.28,0.06,0.34,0.28,0.34
FRA-Ligue 1,2324,Reims,Reda Khadra,GER,"MF,FW",22.0,2001.0,29,14,1368,15.2,1,3,4,1,0,0,1,0,0.07,0.2,0.26,0.07,0.26
FRA-Ligue 1,2324,Reims,Sergio Akieme,ESP,"DF,MF",25.0,1997.0,13,8,818,9.1,2,0,2,2,0,0,2,0,0.22,0.0,0.22,0.22,0.22
FRA-Ligue 1,2324,Reims,Teddy Teuma,MLT,MF,29.0,1993.0,28,25,2113,23.5,6,3,9,5,1,1,7,0,0.26,0.13,0.38,0.21,0.34
FRA-Ligue 1,2324,Reims,Therence Koudou,FRA,DF,18.0,2004.0,9,3,314,3.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Thibault De Smet,BEL,"DF,MF",25.0,1998.0,27,22,1831,20.3,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Thomas Foket,BEL,"DF,MF",28.0,1994.0,27,22,1833,20.4,0,1,1,0,0,0,9,1,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,2324,Reims,Valentin Atangana Edoa,FRA,MF,17.0,2005.0,15,7,555,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Yaya Kader Fofana,MLI,MF,19.0,2004.0,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Yehvann Diouf,SEN,GK,23.0,1999.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Reims,Yunis Abdelhamid,MAR,DF,35.0,1987.0,31,31,2781,30.9,4,0,4,3,1,1,5,0,0.13,0.0,0.13,0.1,0.1
FRA-Ligue 1,2324,Rennes,Adrien Truffert,FRA,"DF,MF",21.0,2001.0,30,24,2145,23.8,1,2,3,1,0,0,6,0,0.04,0.08,0.13,0.04,0.13
FRA-Ligue 1,2324,Rennes,Alidu Seidu,GHA,DF,23.0,2000.0,11,7,593,6.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Rennes,Amine Gouiri,ALG,"FW,MF",23.0,2000.0,31,24,2067,23.0,7,3,10,7,0,0,2,0,0.3,0.13,0.44,0.3,0.44
FRA-Ligue 1,2324,Rennes,Arnaud Kalimuendo,FRA,FW,21.0,2002.0,30,25,2139,23.8,10,1,11,8,2,2,6,0,0.42,0.04,0.46,0.34,0.38
FRA-Ligue 1,2324,Rennes,Arthur Theate,BEL,DF,23.0,2000.0,28,27,2296,25.5,2,0,2,2,0,0,4,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,2324,Rennes,Azor Matusiwa,NED,MF,25.0,1998.0,12,9,794,8.8,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
FRA-Ligue 1,2324,Rennes,Baptiste Santamaria,FRA,MF,28.0,1995.0,30,22,1926,21.4,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,2324,Rennes,Benjamin Bourigeaud,FRA,MF,29.0,1994.0,32,29,2425,26.9,9,6,15,2,7,7,1,0,0.33,0.22,0.56,0.07,0.3
FRA-Ligue 1,2324,Rennes,Bertuğ Yıldırım,TUR,FW,21.0,2002.0,21,2,469,5.2,0,1,1,0,0,0,3,0,0.0,0.19,0.19,0.0,0.19
FRA-Ligue 1,2324,Rennes,Birger Meling,NOR,DF,28.0,1994.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Rennes,Christopher Wooh,CMR,DF,21.0,2001.0,18,15,1388,15.4,1,0,1,1,0,0,3,1,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2324,Rennes,Djaoui Cissé,FRA,MF,19.0,2004.0,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Rennes,Désiré Doué,FRA,MF,18.0,2005.0,31,17,1626,18.1,4,4,8,4,0,0,3,0,0.22,0.22,0.44,0.22,0.44
FRA-Ligue 1,2324,Rennes,Enzo Le Fée,FRA,MF,23.0,2000.0,25,19,1527,17.0,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2324,Rennes,Fabian Rieder,SUI,MF,21.0,2002.0,15,2,365,4.1,1,0,1,1,0,0,0,0,0.25,0.0,0.25,0.25,0.25
FRA-Ligue 1,2324,Rennes,Guela Doué,CIV,DF,20.0,2002.0,24,13,1234,13.7,0,2,2,0,0,0,1,1,0.0,0.15,0.15,0.0,0.15
FRA-Ligue 1,2324,Rennes,Ibrahim Salah,MAR,"MF,FW",21.0,2001.0,23,4,524,5.8,4,1,5,4,0,0,3,0,0.69,0.17,0.86,0.69,0.86
FRA-Ligue 1,2324,Rennes,Jeanuël Belocian,FRA,DF,18.0,2005.0,23,16,1448,16.1,0,1,1,0,0,0,0,0,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2324,Rennes,Jeremy Doku,BEL,FW,21.0,2002.0,2,1,111,1.2,1,0,1,1,0,0,0,0,0.81,0.0,0.81,0.81,0.81
FRA-Ligue 1,2324,Rennes,Jérémy Jacquet,FRA,DF,18.0,2005.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Rennes,Lorenz Assignon,TOG,DF,23.0,2000.0,14,12,1011,11.2,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18
FRA-Ligue 1,2324,Rennes,Lovro Majer,CRO,"FW,MF",25.0,1998.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Rennes,Ludovic Blas,FRA,"MF,FW",25.0,1997.0,29,18,1563,17.4,4,1,5,3,1,2,3,0,0.23,0.06,0.29,0.17,0.23
FRA-Ligue 1,2324,Rennes,Mahamadou Nagida,CMR,MF,18.0,2005.0,3,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Rennes,Martin Terrier,FRA,"FW,MF",26.0,1997.0,24,19,1527,17.0,7,3,10,7,0,0,2,1,0.41,0.18,0.59,0.41,0.59
FRA-Ligue 1,2324,Rennes,Mathis Lambourde,FRA,FW,17.0,2006.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Rennes,Nemanja Matić,SRB,MF,34.0,1988.0,13,11,1027,11.4,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Rennes,Steve Mandanda,FRA,GK,38.0,1985.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Rennes,Warmed Omari,COM,DF,23.0,2000.0,25,23,2071,23.0,1,0,1,1,0,0,5,1,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,2324,Strasbourg,Abakar Sylla,CIV,DF,20.0,2002.0,22,19,1792,19.9,2,0,2,2,0,0,4,0,0.1,0.0,0.1,0.1,0.1
FRA-Ligue 1,2324,Strasbourg,Aboubacar Ali,COM,FW,17.0,2006.0,9,1,130,1.4,0,1,1,0,0,0,0,0,0.0,0.69,0.69,0.0,0.69
FRA-Ligue 1,2324,Strasbourg,Alaa Bellaarouch,MAR,GK,21.0,2002.0,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Andrey Santos,BRA,MF,19.0,2004.0,11,9,831,9.2,1,0,1,1,0,0,4,0,0.11,0.0,0.11,0.11,0.11
FRA-Ligue 1,2324,Strasbourg,Dilane Bakwa,FRA,"MF,FW",20.0,2002.0,31,25,2177,24.2,3,6,9,3,0,0,4,1,0.12,0.25,0.37,0.12,0.37
FRA-Ligue 1,2324,Strasbourg,Eduard Sobol,UKR,"DF,MF",28.0,1995.0,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Emanuel Emegha,NED,FW,20.0,2003.0,28,23,2078,23.1,8,1,9,8,0,1,3,0,0.35,0.04,0.39,0.35,0.39
FRA-Ligue 1,2324,Strasbourg,Frederic Guilbert,FRA,"DF,MF",28.0,1994.0,32,29,2490,27.7,2,0,2,2,0,0,3,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2324,Strasbourg,Gerzino Nyamsi,CMR,DF,26.0,1997.0,13,13,1092,12.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Strasbourg,Habib Diarra,SEN,"MF,FW",19.0,2004.0,31,28,2305,25.6,3,1,4,2,1,1,3,0,0.12,0.04,0.16,0.08,0.12
FRA-Ligue 1,2324,Strasbourg,Ibrahima Sissoko,MLI,MF,25.0,1997.0,27,18,1642,18.2,0,1,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05
